Date,EUtranCell,PS Data Volume(GB),Users,Vendor,Region,PID
2021-01-01 00:00:00,Cell_0,89.5421332787215,147,Vendor_B,East,3220
2021-01-01 01:00:00,Cell_1,0.298957026408019,717,Vendor_A,East,4486
2021-01-01 02:00:00,Cell_2,56.17530774660854,668,Vendor_A,East,5627
2021-01-01 03:00:00,Cell_3,32.360914020399704,938,Vendor_C,South,2195
2021-01-01 04:00:00,Cell_4,38.11000024895655,225,Vendor_C,North,1372
2021-01-01 05:00:00,Cell_5,50.82857724597217,765,Vendor_A,West,2531
2021-01-01 06:00:00,Cell_6,32.57202821891034,240,Vendor_B,East,2965
2021-01-01 07:00:00,Cell_7,30.87811337310642,982,Vendor_A,North,2331
2021-01-01 08:00:00,Cell_8,45.69399725102298,100,Vendor_C,East,8408
2021-01-01 09:00:00,Cell_9,9.558548524216738,221,Vendor_A,East,4000
2021-01-01 10:00:00,Cell_10,9.77342710006656,422,Vendor_A,South,5886
2021-01-01 11:00:00,Cell_11,16.756702536426424,740,Vendor_B,West,3104
2021-01-01 12:00:00,Cell_12,70.93590008914508,298,Vendor_C,East,9333
2021-01-01 13:00:00,Cell_13,55.15584023166965,231,Vendor_B,South,9858
2021-01-01 14:00:00,Cell_14,37.50663865502143,340,Vendor_B,East,8297
2021-01-01 15:00:00,Cell_15,18.747928639189666,449,Vendor_C,South,8253
2021-01-01 16:00:00,Cell_16,3.3807988622644336,301,Vendor_C,East,6722
2021-01-01 17:00:00,Cell_17,67.57666435020191,111,Vendor_A,West,1917
2021-01-01 18:00:00,Cell_18,78.96258968428334,2,Vendor_A,North,2232
2021-01-01 19:00:00,Cell_19,74.48704191041742,873,Vendor_B,West,3866
2021-01-01 20:00:00,Cell_20,19.217898893588238,527,Vendor_B,North,5053
2021-01-01 21:00:00,Cell_21,64.86506717166515,56,Vendor_B,South,1960
2021-01-01 22:00:00,Cell_22,98.61882884526412,440,Vendor_A,South,6435
2021-01-01 23:00:00,Cell_23,38.65750295116373,686,Vendor_A,North,4626
2021-01-02 00:00:00,Cell_24,63.62409006015192,668,Vendor_B,East,8505
2021-01-02 01:00:00,Cell_25,85.9367051088713,255,Vendor_A,West,7225
2021-01-02 02:00:00,Cell_26,0.2799780642125435,523,Vendor_B,West,3394
2021-01-02 03:00:00,Cell_27,54.58260659181665,203,Vendor_A,South,9625
2021-01-02 04:00:00,Cell_28,91.88137370470189,642,Vendor_C,West,8454
2021-01-02 05:00:00,Cell_29,75.10235433334466,670,Vendor_B,South,2015
2021-01-02 06:00:00,Cell_30,63.87116554007079,274,Vendor_C,North,5517
2021-01-02 07:00:00,Cell_31,13.215651787374746,614,Vendor_A,North,7106
2021-01-02 08:00:00,Cell_32,20.451889225468047,817,Vendor_B,West,7482
2021-01-02 09:00:00,Cell_33,11.835861362358097,150,Vendor_C,North,2705
2021-01-02 10:00:00,Cell_34,73.81998284713205,186,Vendor_B,West,1414
2021-01-02 11:00:00,Cell_35,32.00641970093947,426,Vendor_B,North,3256
2021-01-02 12:00:00,Cell_36,87.7722259759059,414,Vendor_C,East,6651
2021-01-02 13:00:00,Cell_37,86.0102571283969,413,Vendor_B,West,1289
2021-01-02 14:00:00,Cell_38,2.1267687232493393,600,Vendor_C,North,2575
2021-01-02 15:00:00,Cell_39,41.15808358146097,424,Vendor_B,South,2647
2021-01-02 16:00:00,Cell_40,9.092001043000824,919,Vendor_B,South,7661
2021-01-02 17:00:00,Cell_41,44.95900628926591,164,Vendor_B,North,1269
2021-01-02 18:00:00,Cell_42,58.431074034459385,767,Vendor_B,East,7346
2021-01-02 19:00:00,Cell_43,83.07930793365881,606,Vendor_A,West,8157
2021-01-02 20:00:00,Cell_44,47.10132895215562,649,Vendor_A,West,7541
2021-01-02 21:00:00,Cell_45,55.18235609604048,324,Vendor_B,East,1284
2021-01-02 22:00:00,Cell_46,86.44320102700394,749,Vendor_A,South,5786
2021-01-02 23:00:00,Cell_47,89.20412393588646,234,Vendor_B,East,5869
2021-01-03 00:00:00,Cell_48,77.20814886433695,272,Vendor_B,North,6271
2021-01-03 01:00:00,Cell_49,87.20867252144807,477,Vendor_B,West,4862
2021-01-03 02:00:00,Cell_50,74.9851351855366,908,Vendor_B,East,5636
2021-01-03 03:00:00,Cell_51,2.369996715975741,633,Vendor_C,North,7994
2021-01-03 04:00:00,Cell_52,71.93772418942244,603,Vendor_A,West,1662
2021-01-03 05:00:00,Cell_53,6.299590763902665,727,Vendor_C,North,1458
2021-01-03 06:00:00,Cell_54,44.27402897226036,588,Vendor_A,North,9714
2021-01-03 07:00:00,Cell_55,21.04365811902091,824,Vendor_A,North,5141
2021-01-03 08:00:00,Cell_56,46.44343941003837,464,Vendor_A,North,5447
2021-01-03 09:00:00,Cell_57,44.23514296128195,32,Vendor_A,West,9705
2021-01-03 10:00:00,Cell_58,7.34219090245358,246,Vendor_C,South,4871
2021-01-03 11:00:00,Cell_59,46.53792190924144,426,Vendor_A,West,7432
2021-01-03 12:00:00,Cell_60,64.18984102843194,119,Vendor_A,East,3922
2021-01-03 13:00:00,Cell_61,32.375130189337725,83,Vendor_A,South,8105
2021-01-03 14:00:00,Cell_62,92.6439413728633,797,Vendor_A,East,7387
2021-01-03 15:00:00,Cell_63,86.54492649478827,700,Vendor_C,South,8871
2021-01-03 16:00:00,Cell_64,95.67687599403666,707,Vendor_C,East,8299
2021-01-03 17:00:00,Cell_65,79.49588094629235,110,Vendor_B,East,8552
2021-01-03 18:00:00,Cell_66,57.85265309750877,228,Vendor_C,North,1748
2021-01-03 19:00:00,Cell_67,70.77857558965032,958,Vendor_A,East,1635
2021-01-03 20:00:00,Cell_68,27.8965084712936,233,Vendor_C,East,3930
2021-01-03 21:00:00,Cell_69,35.789895704174825,572,Vendor_C,West,2770
2021-01-03 22:00:00,Cell_70,73.19835039757538,349,Vendor_C,East,2960
2021-01-03 23:00:00,Cell_71,18.01466462453725,209,Vendor_B,North,5269
2021-01-04 00:00:00,Cell_72,28.884524728688426,124,Vendor_B,West,3803
2021-01-04 01:00:00,Cell_73,85.02735093745021,751,Vendor_C,South,1431
2021-01-04 02:00:00,Cell_74,37.47417936865333,728,Vendor_A,North,4418
2021-01-04 03:00:00,Cell_75,86.9295694891048,861,Vendor_B,West,2193
2021-01-04 04:00:00,Cell_76,95.60598882730349,762,Vendor_A,East,4906
2021-01-04 05:00:00,Cell_77,15.08680429172713,638,Vendor_A,East,1813
2021-01-04 06:00:00,Cell_78,62.48270622548374,539,Vendor_A,West,1629
2021-01-04 07:00:00,Cell_79,63.91701950512179,334,Vendor_C,West,5263
2021-01-04 08:00:00,Cell_80,86.70601691306175,885,Vendor_C,East,2957
2021-01-04 09:00:00,Cell_81,50.17492065453139,59,Vendor_C,West,8654
2021-01-04 10:00:00,Cell_82,43.73953279135414,818,Vendor_A,East,7399
2021-01-04 11:00:00,Cell_83,33.15697457006219,829,Vendor_C,South,6322
2021-01-04 12:00:00,Cell_84,31.866271543418726,46,Vendor_B,East,3991
2021-01-04 13:00:00,Cell_85,30.943373407345135,311,Vendor_C,East,8281
2021-01-04 14:00:00,Cell_86,67.03296658338796,683,Vendor_A,North,3554
2021-01-04 15:00:00,Cell_87,76.03947151685593,759,Vendor_A,North,8831
2021-01-04 16:00:00,Cell_88,79.16649928198164,6,Vendor_C,South,4927
2021-01-04 17:00:00,Cell_89,77.10026297380038,862,Vendor_C,East,8793
2021-01-04 18:00:00,Cell_90,69.1405156482666,408,Vendor_A,East,2569
2021-01-04 19:00:00,Cell_91,83.63561329997007,981,Vendor_B,West,8128
2021-01-04 20:00:00,Cell_92,24.61668203740819,291,Vendor_B,South,5191
2021-01-04 21:00:00,Cell_93,91.38700147105942,890,Vendor_C,North,8316
2021-01-04 22:00:00,Cell_94,83.0006183466435,851,Vendor_B,North,5919
2021-01-04 23:00:00,Cell_95,99.24159663332634,68,Vendor_C,East,5826
2021-01-05 00:00:00,Cell_96,91.1784135623935,130,Vendor_B,North,1819
2021-01-05 01:00:00,Cell_97,9.986670260197442,763,Vendor_B,West,7615
2021-01-05 02:00:00,Cell_98,38.33520227536379,961,Vendor_C,West,5007
2021-01-05 03:00:00,Cell_99,10.377272858939728,26,Vendor_C,East,8696
2021-01-05 04:00:00,Cell_100,84.97310318106622,606,Vendor_B,North,5052
2021-01-05 05:00:00,Cell_101,4.675079483739504,807,Vendor_C,West,7466
2021-01-05 06:00:00,Cell_102,3.8488962830762765,586,Vendor_B,West,5396
2021-01-05 07:00:00,Cell_103,25.743718741750545,140,Vendor_C,West,4451
2021-01-05 08:00:00,Cell_104,45.37937837221758,307,Vendor_A,North,1780
2021-01-05 09:00:00,Cell_105,21.669253921154308,431,Vendor_B,East,1799
2021-01-05 10:00:00,Cell_106,47.17223650565532,445,Vendor_A,West,6204
2021-01-05 11:00:00,Cell_107,18.865559900017516,126,Vendor_B,South,3187
2021-01-05 12:00:00,Cell_108,99.45090557194416,926,Vendor_C,South,2288
2021-01-05 13:00:00,Cell_109,40.09961243229276,600,Vendor_B,South,5536
2021-01-05 14:00:00,Cell_110,11.627255430745103,421,Vendor_B,West,2780
2021-01-05 15:00:00,Cell_111,69.59611989027519,595,Vendor_C,West,6307
2021-01-05 16:00:00,Cell_112,64.21569104926222,923,Vendor_C,West,6853
2021-01-05 17:00:00,Cell_113,51.31913115942377,335,Vendor_C,South,9380
2021-01-05 18:00:00,Cell_114,43.43540489992612,223,Vendor_A,South,4128
2021-01-05 19:00:00,Cell_115,26.47348700405359,195,Vendor_B,East,7697
2021-01-05 20:00:00,Cell_116,77.41848233855521,192,Vendor_C,North,5446
2021-01-05 21:00:00,Cell_117,4.618321334917356,633,Vendor_B,South,5225
2021-01-05 22:00:00,Cell_118,2.4602095803893116,380,Vendor_B,South,1092
2021-01-05 23:00:00,Cell_119,73.87113836391246,503,Vendor_B,South,3288
2021-01-06 00:00:00,Cell_120,69.6249008463589,864,Vendor_C,East,2577
2021-01-06 01:00:00,Cell_121,28.972323606943558,47,Vendor_C,North,2903
2021-01-06 02:00:00,Cell_122,76.35542761013362,196,Vendor_A,East,9199
2021-01-06 03:00:00,Cell_123,54.96435642128761,842,Vendor_A,North,7669
2021-01-06 04:00:00,Cell_124,35.51434161485912,727,Vendor_C,South,3166
2021-01-06 05:00:00,Cell_125,10.442547299433542,766,Vendor_C,East,7393
2021-01-06 06:00:00,Cell_126,39.21757094238812,685,Vendor_A,South,1806
2021-01-06 07:00:00,Cell_127,53.05423504228542,428,Vendor_B,South,1510
2021-01-06 08:00:00,Cell_128,47.15258514962505,963,Vendor_C,South,4214
2021-01-06 09:00:00,Cell_129,54.11001006088841,545,Vendor_B,South,8533
2021-01-06 10:00:00,Cell_130,20.371871482150063,2,Vendor_C,North,6878
2021-01-06 11:00:00,Cell_131,12.478559267797769,302,Vendor_A,South,2502
2021-01-06 12:00:00,Cell_132,15.692763777137545,895,Vendor_B,East,6634
2021-01-06 13:00:00,Cell_133,60.06127467281085,446,Vendor_C,West,6484
2021-01-06 14:00:00,Cell_134,76.43009625666852,842,Vendor_A,North,2130
2021-01-06 15:00:00,Cell_135,45.85157141345662,772,Vendor_C,North,1748
2021-01-06 16:00:00,Cell_136,21.309754252743737,345,Vendor_C,South,2734
2021-01-06 17:00:00,Cell_137,79.28409958405155,249,Vendor_A,South,5039
2021-01-06 18:00:00,Cell_138,1.4801180618949445,563,Vendor_B,West,9996
2021-01-06 19:00:00,Cell_139,97.26428081802683,3,Vendor_A,South,6539
2021-01-06 20:00:00,Cell_140,21.35529531709089,265,Vendor_A,North,9872
2021-01-06 21:00:00,Cell_141,65.1559890846482,207,Vendor_A,West,5918
2021-01-06 22:00:00,Cell_142,78.09148319149106,631,Vendor_A,East,9702
2021-01-06 23:00:00,Cell_143,6.841937398613498,173,Vendor_C,East,3559
2021-01-07 00:00:00,Cell_144,70.73339141010109,431,Vendor_A,South,2070
2021-01-07 01:00:00,Cell_145,97.41764194268472,121,Vendor_C,West,3473
2021-01-07 02:00:00,Cell_146,21.547783256758326,86,Vendor_B,East,1517
2021-01-07 03:00:00,Cell_147,8.055765990069714,989,Vendor_C,North,6494
2021-01-07 04:00:00,Cell_148,98.8445956425137,208,Vendor_B,East,6915
2021-01-07 05:00:00,Cell_149,56.970043682342435,947,Vendor_C,South,8657
2021-01-07 06:00:00,Cell_150,33.4599334646992,869,Vendor_C,West,1892
2021-01-07 07:00:00,Cell_151,3.4135024897988466,18,Vendor_A,South,2872
2021-01-07 08:00:00,Cell_152,28.840297320027343,372,Vendor_C,West,9677
2021-01-07 09:00:00,Cell_153,49.4920860594237,141,Vendor_B,South,2129
2021-01-07 10:00:00,Cell_154,0.9722085385935533,510,Vendor_B,East,8000
2021-01-07 11:00:00,Cell_155,60.49189018281901,729,Vendor_B,North,5153
2021-01-07 12:00:00,Cell_156,75.62899460170092,945,Vendor_C,West,8760
2021-01-07 13:00:00,Cell_157,83.39594295110756,539,Vendor_C,South,6246
2021-01-07 14:00:00,Cell_158,66.6129720486801,808,Vendor_A,South,6858
2021-01-07 15:00:00,Cell_159,70.84796685262017,214,Vendor_A,East,5332
2021-01-07 16:00:00,Cell_160,96.59132163292172,526,Vendor_C,North,4665
2021-01-07 17:00:00,Cell_161,21.421456647960206,444,Vendor_C,West,5224
2021-01-07 18:00:00,Cell_162,49.5664443118344,53,Vendor_B,North,5053
2021-01-07 19:00:00,Cell_163,28.61515190141054,792,Vendor_C,West,3454
2021-01-07 20:00:00,Cell_164,58.72600853492457,293,Vendor_A,South,7022
2021-01-07 21:00:00,Cell_165,66.3135181634369,418,Vendor_A,South,9087
2021-01-07 22:00:00,Cell_166,20.222371656148034,702,Vendor_B,South,8940
2021-01-07 23:00:00,Cell_167,43.63541170124805,463,Vendor_B,South,1833
2021-01-08 00:00:00,Cell_168,65.22912432746364,837,Vendor_A,South,2532
2021-01-08 01:00:00,Cell_169,15.574885089547484,596,Vendor_C,East,4279
2021-01-08 02:00:00,Cell_170,60.78916732519884,594,Vendor_C,South,5620
2021-01-08 03:00:00,Cell_171,61.16840637972214,898,Vendor_C,South,7337
2021-01-08 04:00:00,Cell_172,81.38406704420689,846,Vendor_C,North,9978
2021-01-08 05:00:00,Cell_173,5.184380881467683,360,Vendor_A,West,1007
2021-01-08 06:00:00,Cell_174,21.999717882553792,803,Vendor_A,West,4081
2021-01-08 07:00:00,Cell_175,65.35335281635058,855,Vendor_B,North,5766
2021-01-08 08:00:00,Cell_176,61.88340606762083,479,Vendor_A,South,7121
2021-01-08 09:00:00,Cell_177,20.99801791271144,997,Vendor_A,North,6180
2021-01-08 10:00:00,Cell_178,47.723234577750134,191,Vendor_B,South,2340
2021-01-08 11:00:00,Cell_179,63.37953282083033,881,Vendor_C,South,7439
2021-01-08 12:00:00,Cell_180,54.118672430030735,334,Vendor_A,South,6389
2021-01-08 13:00:00,Cell_181,96.95565580787785,610,Vendor_A,West,1153
2021-01-08 14:00:00,Cell_182,45.21373020792539,514,Vendor_B,East,6568
2021-01-08 15:00:00,Cell_183,39.41713536614587,880,Vendor_A,East,2624
2021-01-08 16:00:00,Cell_184,11.656172741036002,223,Vendor_B,North,3201
2021-01-08 17:00:00,Cell_185,55.52238067714353,418,Vendor_C,North,7919
2021-01-08 18:00:00,Cell_186,18.504321636254193,192,Vendor_C,West,7074
2021-01-08 19:00:00,Cell_187,38.63410920806925,43,Vendor_C,East,3302
2021-01-08 20:00:00,Cell_188,63.3418463889673,505,Vendor_C,North,4509
2021-01-08 21:00:00,Cell_189,94.78589992630774,968,Vendor_B,West,6378
2021-01-08 22:00:00,Cell_190,20.737545570447985,275,Vendor_A,North,4558
2021-01-08 23:00:00,Cell_191,33.7148823771242,77,Vendor_B,North,3307
2021-01-09 00:00:00,Cell_192,43.69208341468745,328,Vendor_C,West,2506
2021-01-09 01:00:00,Cell_193,46.083609620598104,832,Vendor_C,East,5129
2021-01-09 02:00:00,Cell_194,98.92202546105467,929,Vendor_B,East,9394
2021-01-09 03:00:00,Cell_195,2.172903275235435,352,Vendor_B,East,5912
2021-01-09 04:00:00,Cell_196,66.47684705268195,362,Vendor_A,North,4393
2021-01-09 05:00:00,Cell_197,75.37974940169923,594,Vendor_B,East,4031
2021-01-09 06:00:00,Cell_198,30.311936088694793,992,Vendor_A,South,3436
2021-01-09 07:00:00,Cell_199,8.223897240439387,558,Vendor_B,North,8569
2021-01-09 08:00:00,Cell_200,39.37703278178282,393,Vendor_A,South,6601
2021-01-09 09:00:00,Cell_201,34.329876558603026,364,Vendor_B,West,4465
2021-01-09 10:00:00,Cell_202,89.12554878930916,791,Vendor_C,East,9072
2021-01-09 11:00:00,Cell_203,21.72620099392577,938,Vendor_A,West,2003
2021-01-09 12:00:00,Cell_204,7.685460096203671,573,Vendor_C,East,2860
2021-01-09 13:00:00,Cell_205,93.48150568030289,789,Vendor_C,West,6232
2021-01-09 14:00:00,Cell_206,94.48601400280556,192,Vendor_A,North,8469
2021-01-09 15:00:00,Cell_207,34.21617482032183,168,Vendor_B,North,4118
2021-01-09 16:00:00,Cell_208,83.00614079388258,877,Vendor_C,West,2014
2021-01-09 17:00:00,Cell_209,98.53823171698474,24,Vendor_C,North,8321
2021-01-09 18:00:00,Cell_210,50.352767219394934,595,Vendor_A,North,3106
2021-01-09 19:00:00,Cell_211,10.890170247690286,295,Vendor_B,South,6843
2021-01-09 20:00:00,Cell_212,82.74226009230487,694,Vendor_C,East,1471
2021-01-09 21:00:00,Cell_213,31.970264853834504,995,Vendor_C,West,1850
2021-01-09 22:00:00,Cell_214,41.74665041776755,65,Vendor_C,West,5911
2021-01-09 23:00:00,Cell_215,90.50585356370861,980,Vendor_B,East,5220
2021-01-10 00:00:00,Cell_216,55.65728584515791,998,Vendor_C,South,1174
2021-01-10 01:00:00,Cell_217,98.57353184739895,19,Vendor_A,East,6098
2021-01-10 02:00:00,Cell_218,68.52434191305014,44,Vendor_B,South,6167
2021-01-10 03:00:00,Cell_219,82.29262720481097,175,Vendor_B,North,5094
2021-01-10 04:00:00,Cell_220,9.87358621062338,652,Vendor_B,East,3242
2021-01-10 05:00:00,Cell_221,86.23468187332642,739,Vendor_C,West,7772
2021-01-10 06:00:00,Cell_222,18.183567192325174,294,Vendor_B,North,3558
2021-01-10 07:00:00,Cell_223,90.95276611527667,532,Vendor_B,West,8138
2021-01-10 08:00:00,Cell_224,27.562977881857957,95,Vendor_C,North,3889
2021-01-10 09:00:00,Cell_225,17.84638232800131,810,Vendor_B,West,7261
2021-01-10 10:00:00,Cell_226,48.52311766213387,914,Vendor_A,East,6017
2021-01-10 11:00:00,Cell_227,29.2794549208525,422,Vendor_B,West,5274
2021-01-10 12:00:00,Cell_228,21.647427666798578,670,Vendor_A,South,4226
2021-01-10 13:00:00,Cell_229,12.423024491401817,153,Vendor_A,East,9264
2021-01-10 14:00:00,Cell_230,53.73614138583172,143,Vendor_C,North,8399
2021-01-10 15:00:00,Cell_231,82.12953047587504,572,Vendor_A,West,5474
2021-01-10 16:00:00,Cell_232,60.557546365900485,534,Vendor_C,West,2177
2021-01-10 17:00:00,Cell_233,18.06005460464915,754,Vendor_A,North,1493
2021-01-10 18:00:00,Cell_234,83.37380101361704,143,Vendor_A,West,7016
2021-01-10 19:00:00,Cell_235,87.04475815547747,37,Vendor_A,West,8740
2021-01-10 20:00:00,Cell_236,52.086867747880106,173,Vendor_C,West,5415
2021-01-10 21:00:00,Cell_237,11.307475017249367,592,Vendor_C,South,1874
2021-01-10 22:00:00,Cell_238,35.3067844803543,855,Vendor_C,West,8707
2021-01-10 23:00:00,Cell_239,23.277112366738407,774,Vendor_C,South,4726
2021-01-11 00:00:00,Cell_240,2.0087117343893706,920,Vendor_A,West,7234
2021-01-11 01:00:00,Cell_241,76.17424385972608,855,Vendor_B,North,9135
2021-01-11 02:00:00,Cell_242,93.22225922563604,615,Vendor_B,East,1600
2021-01-11 03:00:00,Cell_243,47.44256491192858,931,Vendor_C,East,8117
2021-01-11 04:00:00,Cell_244,84.37175793791806,930,Vendor_A,South,9979
2021-01-11 05:00:00,Cell_245,0.21545979255978392,620,Vendor_C,North,6732
2021-01-11 06:00:00,Cell_246,53.96014896030985,77,Vendor_A,South,6279
2021-01-11 07:00:00,Cell_247,16.68119118874149,482,Vendor_B,South,9758
2021-01-11 08:00:00,Cell_248,3.4580917667411915,34,Vendor_A,North,9776
2021-01-11 09:00:00,Cell_249,14.026731341330404,468,Vendor_A,North,8299
2021-01-11 10:00:00,Cell_250,98.13503951487948,256,Vendor_A,South,7191
2021-01-11 11:00:00,Cell_251,82.85837352858921,628,Vendor_B,North,1483
2021-01-11 12:00:00,Cell_252,39.14338123464326,708,Vendor_C,East,3032
2021-01-11 13:00:00,Cell_253,69.58306862331186,560,Vendor_A,East,5118
2021-01-11 14:00:00,Cell_254,52.655697996778386,820,Vendor_A,East,5861
2021-01-11 15:00:00,Cell_255,74.7360919054891,847,Vendor_A,South,8950
2021-01-11 16:00:00,Cell_256,67.99658277109894,409,Vendor_C,South,6521
2021-01-11 17:00:00,Cell_257,71.84136489756186,559,Vendor_B,West,5141
2021-01-11 18:00:00,Cell_258,57.385600217367056,998,Vendor_B,North,3868
2021-01-11 19:00:00,Cell_259,46.60668570713478,400,Vendor_B,West,9276
2021-01-11 20:00:00,Cell_260,10.105820256196278,268,Vendor_A,West,5855
2021-01-11 21:00:00,Cell_261,8.102393536618195,124,Vendor_C,South,1076
2021-01-11 22:00:00,Cell_262,4.692671923841125,711,Vendor_A,North,6580
2021-01-11 23:00:00,Cell_263,83.38711208598949,960,Vendor_A,South,8533
2021-01-12 00:00:00,Cell_264,95.01002227755752,621,Vendor_C,East,4675
2021-01-12 01:00:00,Cell_265,14.247386941318531,580,Vendor_C,West,4935
2021-01-12 02:00:00,Cell_266,95.04511935660899,936,Vendor_A,North,4462
2021-01-12 03:00:00,Cell_267,43.60453333236198,776,Vendor_A,East,6984
2021-01-12 04:00:00,Cell_268,86.351106217834,421,Vendor_B,North,3133
2021-01-12 05:00:00,Cell_269,31.499384309387725,595,Vendor_B,South,5525
2021-01-12 06:00:00,Cell_270,36.986959174298505,276,Vendor_B,East,1488
2021-01-12 07:00:00,Cell_271,70.74229691682292,616,Vendor_B,West,8978
2021-01-12 08:00:00,Cell_272,39.2258863305673,969,Vendor_C,West,1860
2021-01-12 09:00:00,Cell_273,19.091230682606113,842,Vendor_C,South,7797
2021-01-12 10:00:00,Cell_274,70.23630256591561,69,Vendor_A,South,5700
2021-01-12 11:00:00,Cell_275,71.29321701908687,737,Vendor_C,West,4169
2021-01-12 12:00:00,Cell_276,70.67828901895238,720,Vendor_A,South,2518
2021-01-12 13:00:00,Cell_277,18.64465023378683,4,Vendor_C,East,9937
2021-01-12 14:00:00,Cell_278,90.43310172848648,482,Vendor_A,North,9092
2021-01-12 15:00:00,Cell_279,74.56525940469838,64,Vendor_A,South,5726
2021-01-12 16:00:00,Cell_280,82.26111401450257,302,Vendor_B,North,9246
2021-01-12 17:00:00,Cell_281,92.19337457152643,329,Vendor_B,South,8556
2021-01-12 18:00:00,Cell_282,11.085835777323272,113,Vendor_A,West,5819
2021-01-12 19:00:00,Cell_283,99.53331251110698,124,Vendor_C,North,6647
2021-01-12 20:00:00,Cell_284,67.04356477709466,942,Vendor_C,East,4777
2021-01-12 21:00:00,Cell_285,46.07401569712084,664,Vendor_B,East,3492
2021-01-12 22:00:00,Cell_286,9.150517111853494,89,Vendor_C,West,2828
2021-01-12 23:00:00,Cell_287,87.09387976729532,628,Vendor_C,South,3290
2021-01-13 00:00:00,Cell_288,25.093194734591904,913,Vendor_C,West,1541
2021-01-13 01:00:00,Cell_289,47.14601014815564,416,Vendor_C,East,2975
2021-01-13 02:00:00,Cell_290,87.70298845130479,934,Vendor_C,East,7884
2021-01-13 03:00:00,Cell_291,84.98764251129926,511,Vendor_C,West,2432
2021-01-13 04:00:00,Cell_292,31.934514818129006,540,Vendor_A,East,7778
2021-01-13 05:00:00,Cell_293,44.343508797195724,719,Vendor_B,East,7882
2021-01-13 06:00:00,Cell_294,69.63397558986284,814,Vendor_B,South,2478
2021-01-13 07:00:00,Cell_295,32.64381536874563,193,Vendor_C,East,8520
2021-01-13 08:00:00,Cell_296,38.99546185101428,43,Vendor_A,West,5149
2021-01-13 09:00:00,Cell_297,13.191697791524362,423,Vendor_A,East,1663
2021-01-13 10:00:00,Cell_298,95.48951534130448,537,Vendor_A,South,9453
2021-01-13 11:00:00,Cell_299,97.38164210065162,972,Vendor_B,North,9208
